,tweet_id,lat,lon,content,location,user,raw_source,data_point,time
836943847137689600,836943847137689600,,,"RT @CBS21NEWS: Lady Gaga to headline Coachella in place of Beyonce 

https://t.co/JMvIPhfWmG",wpekkaw,2506454993,"{'created_at': 'Wed Mar 01 14:18:57 +0000 2017', 'id': 836943847137689600, 'id_str': '836943847137689600', 'text': 'RT @CBS21NEWS: Lady Gaga to headline Coachella in place of Beyonce \n\nhttps://t.co/JMvIPhfWmG', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'CBS21NEWS', 'name': 'CBS 21 News', 'id': 9651842, 'id_str': '9651842', 'indices': [3, 13]}], 'urls': [{'url': 'https://t.co/JMvIPhfWmG', 'expanded_url': 'http://local21news.com/news/entertainment/lady-gaga-to-headline-coachella-in-place-of-beyonce', 'display_url': 'local21news.com/news/entertain…', 'indices': [69, 92]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 2506454993, 'id_str': '2506454993', 'name': 'pekkaww', 'screen_name': 'PVirkka', 'location': 'wpekkaw', 'description': 'spittari????', 'url': 'http://t.co/5fvaU7vcKx', 'entities': {'url': {'urls': [{'url': 'http://t.co/5fvaU7vcKx', 'expanded_url': 'http://www.wwss.com', 'display_url': 'wwss.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 774, 'friends_count': 523, 'listed_count': 233, 'created_at': 'Thu Apr 24 15:42:51 +0000 2014', 'favourites_count': 12129, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 64358, 'lang': 'fi', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/519369829456048128/ijGUTElW_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/519369829456048128/ijGUTElW_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2506454993/1412660350', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Wed Mar 01 14:15:02 +0000 2017', 'id': 836942859517341697, 'id_str': '836942859517341697', 'text': 'Lady Gaga to headline Coachella in place of Beyonce \n\nhttps://t.co/JMvIPhfWmG', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/JMvIPhfWmG', 'expanded_url': 'http://local21news.com/news/entertainment/lady-gaga-to-headline-coachella-in-place-of-beyonce', 'display_url': 'local21news.com/news/entertain…', 'indices': [54, 77]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 9651842, 'id_str': '9651842', 'name': 'CBS 21 News', 'screen_name': 'CBS21NEWS', 'location': 'Harrisburg, Pennsylvania, USA', 'description': 'Your station for news, sports and weather in Central Pennsylvania.', 'url': 'http://t.co/GeDcKVs5WO', 'entities': {'url': {'urls': [{'url': 'http://t.co/GeDcKVs5WO', 'expanded_url': 'http://www.local21news.com/', 'display_url': 'local21news.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 49351, 'friends_count': 872, 'listed_count': 670, 'created_at': 'Wed Oct 24 12:18:54 +0000 2007', 'favourites_count': 809, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 147917, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '000000', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000042559743/47b0f49752af8cb84140a3097bf0e164.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000042559743/47b0f49752af8cb84140a3097bf0e164.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/758887448059359232/KG3gj6Md_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/758887448059359232/KG3gj6Md_normal.jpg', 'profile_link_color': 'E60003', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'E8E8E8', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",none,Wed Mar 01 14:18:57 +0000 2017
836942859517341697,836942859517341697,,,"Lady Gaga to headline Coachella in place of Beyonce 

https://t.co/JMvIPhfWmG","Harrisburg, Pennsylvania, USA",9651842,"{'created_at': 'Wed Mar 01 14:15:02 +0000 2017', 'id': 836942859517341697, 'id_str': '836942859517341697', 'text': 'Lady Gaga to headline Coachella in place of Beyonce \n\nhttps://t.co/JMvIPhfWmG', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/JMvIPhfWmG', 'expanded_url': 'http://local21news.com/news/entertainment/lady-gaga-to-headline-coachella-in-place-of-beyonce', 'display_url': 'local21news.com/news/entertain…', 'indices': [54, 77]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 9651842, 'id_str': '9651842', 'name': 'CBS 21 News', 'screen_name': 'CBS21NEWS', 'location': 'Harrisburg, Pennsylvania, USA', 'description': 'Your station for news, sports and weather in Central Pennsylvania.', 'url': 'http://t.co/GeDcKVs5WO', 'entities': {'url': {'urls': [{'url': 'http://t.co/GeDcKVs5WO', 'expanded_url': 'http://www.local21news.com/', 'display_url': 'local21news.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 49351, 'friends_count': 872, 'listed_count': 670, 'created_at': 'Wed Oct 24 12:18:54 +0000 2007', 'favourites_count': 809, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 147917, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '000000', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000042559743/47b0f49752af8cb84140a3097bf0e164.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000042559743/47b0f49752af8cb84140a3097bf0e164.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/758887448059359232/KG3gj6Md_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/758887448059359232/KG3gj6Md_normal.jpg', 'profile_link_color': 'E60003', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'E8E8E8', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",none,Wed Mar 01 14:15:02 +0000 2017
836909349037608960,836909349037608960,,,#Harrisburg: Lady Gaga to headline Coachella in place of Beyonce https://t.co/w0bD3DKBqG,"Harrisburg, PA",92304777,"{'created_at': 'Wed Mar 01 12:01:52 +0000 2017', 'id': 836909349037608960, 'id_str': '836909349037608960', 'text': '#Harrisburg: Lady Gaga to headline Coachella in place of Beyonce https://t.co/w0bD3DKBqG', 'truncated': False, 'entities': {'hashtags': [{'text': 'Harrisburg', 'indices': [0, 11]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/w0bD3DKBqG', 'expanded_url': 'http://ow.ly/HjKH509T1lR', 'display_url': 'ow.ly/HjKH509T1lR', 'indices': [65, 88]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 92304777, 'id_str': '92304777', 'name': 'Harrisburgers', 'screen_name': 'harrisburgers', 'location': 'Harrisburg, PA', 'description': '#Harrisburg #News, #Gossip, #Politics, #Photos, #Lancaster, #York, #Carlisle, #Pennsylvania, #Watchdogs', 'url': 'http://t.co/hrLla8TqQC', 'entities': {'url': {'urls': [{'url': 'http://t.co/hrLla8TqQC', 'expanded_url': 'http://www.harrisburgers.com', 'display_url': 'harrisburgers.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 4356, 'friends_count': 4197, 'listed_count': 187, 'created_at': 'Tue Nov 24 16:11:59 +0000 2009', 'favourites_count': 151, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 188256, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'BADFCD', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/755083254/e49de50a24ed177917320de17f146e4a.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/755083254/e49de50a24ed177917320de17f146e4a.jpeg', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/680781080371265536/_BqnFzqu_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/680781080371265536/_BqnFzqu_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/92304777/1451145776', 'profile_link_color': 'FF0000', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",none,Wed Mar 01 12:01:52 +0000 2017
836891084202606593,836891084202606593,,,Lady Gaga to headline Coachella in place of Beyonce https://t.co/rflB1BXV1G,"Harrisburg, PA",15145034,"{'created_at': 'Wed Mar 01 10:49:17 +0000 2017', 'id': 836891084202606593, 'id_str': '836891084202606593', 'text': 'Lady Gaga to headline Coachella in place of Beyonce https://t.co/rflB1BXV1G', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/rflB1BXV1G', 'expanded_url': 'http://wp.me/p5hgQ6-21H5', 'display_url': 'wp.me/p5hgQ6-21H5', 'indices': [52, 75]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 15145034, 'id_str': '15145034', 'name': 'abc27 WHTM', 'screen_name': 'abc27News', 'location': 'Harrisburg, PA', 'description': ""Central Pennsylvania's leader in local news, sports and information. Social media policy: https://t.co/XJQMn2Ij0R"", 'url': 'https://t.co/INzj9IQB4I', 'entities': {'url': {'urls': [{'url': 'https://t.co/INzj9IQB4I', 'expanded_url': 'http://www.abc27.com', 'display_url': 'abc27.com', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/XJQMn2Ij0R', 'expanded_url': 'http://abc27.com/social-media-policy/', 'display_url': 'abc27.com/social-media-p…', 'indices': [90, 113]}]}}, 'protected': False, 'followers_count': 83448, 'friends_count': 850, 'listed_count': 726, 'created_at': 'Tue Jun 17 12:36:05 +0000 2008', 'favourites_count': 945, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'verified': True, 'statuses_count': 120241, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '050505', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/880914624/445a265e97670072b6d5500a5c7f15d0.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/880914624/445a265e97670072b6d5500a5c7f15d0.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/802173436655181825/ef98EOnl_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/802173436655181825/ef98EOnl_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/15145034/1486059038', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDFFCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",none,Wed Mar 01 10:49:17 +0000 2017
836821541212024833,836821541212024833,,,#keepitlocked N/P: @beyonce feat. Jay Z &amp; Kanye West - Drunk In Love (Remix) (Clean) https://t.co/NSrgOrMyKh,Harrisburg Pa.,867943633,"{'created_at': 'Wed Mar 01 06:12:57 +0000 2017', 'id': 836821541212024833, 'id_str': '836821541212024833', 'text': '#keepitlocked N/P: @beyonce feat. Jay Z &amp; Kanye West - Drunk In Love (Remix) (Clean) https://t.co/NSrgOrMyKh', 'truncated': False, 'entities': {'hashtags': [{'text': 'keepitlocked', 'indices': [0, 13]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Beyonce', 'name': 'BEYONCÉ', 'id': 31239408, 'id_str': '31239408', 'indices': [19, 27]}], 'urls': [{'url': 'https://t.co/NSrgOrMyKh', 'expanded_url': 'http://tunein.com/radio/WTBOY-1075-HBG-s208454/', 'display_url': 'tunein.com/radio/WTBOY-10…', 'indices': [89, 112]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://sam-song.info"" rel=""nofollow"">SAM Broadcaster Song Info</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 867943633, 'id_str': '867943633', 'name': 'WTBOY 107.5 HBG', 'screen_name': '1DJTBOYGOLD', 'location': 'Harrisburg Pa.', 'description': 'I Rock Clubs, Mixtapes Parties and also a Mix Show Dj on WTBOY 107.5  HBG INTERNET RADIO EVERYDAY, SEND ME A DROP AND YOUR TRACK!! \n(CLEAN) Stop the Violence!!', 'url': 'http://t.co/ZCOSvmT7pg', 'entities': {'url': {'urls': [{'url': 'http://t.co/ZCOSvmT7pg', 'expanded_url': 'http://www.wtboy1075.com', 'display_url': 'wtboy1075.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 763, 'friends_count': 437, 'listed_count': 31, 'created_at': 'Mon Oct 08 12:50:26 +0000 2012', 'favourites_count': 36, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 199633, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/711964123857158144/M2WOywgm_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/711964123857158144/M2WOywgm_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/867943633/1421773367', 'profile_link_color': '4A913C', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",none,Wed Mar 01 06:12:57 +0000 2017
836730244363079680,836730244363079680,,,Lady Gaga Will Replace Beyonce At Coachella: Report https://t.co/U22IQYJ6YO,"Harrisburg, PA",33578280,"{'created_at': 'Wed Mar 01 00:10:10 +0000 2017', 'id': 836730244363079680, 'id_str': '836730244363079680', 'text': 'Lady Gaga Will Replace Beyonce At Coachella: Report https://t.co/U22IQYJ6YO', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/U22IQYJ6YO', 'expanded_url': 'http://trib.al/zNsCX0F', 'display_url': 'trib.al/zNsCX0F', 'indices': [52, 75]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 33578280, 'id_str': '33578280', 'name': '99.3 KISS FM', 'screen_name': 'kissfm993', 'location': 'Harrisburg, PA', 'description': ""99.3 KISS FM is Central PA's Hit Music Station!"", 'url': 'http://t.co/NX7XZSFu3c', 'entities': {'url': {'urls': [{'url': 'http://t.co/NX7XZSFu3c', 'expanded_url': 'http://www.993kissfm.com', 'display_url': '993kissfm.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 9021, 'friends_count': 471, 'listed_count': 128, 'created_at': 'Mon Apr 20 16:52:32 +0000 2009', 'favourites_count': 522, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 72743, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/615505507831263232/bgDlrZZ8_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/615505507831263232/bgDlrZZ8_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/33578280/1444054191', 'profile_link_color': 'DB11CE', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",none,Wed Mar 01 00:10:10 +0000 2017
836673660362555393,836673660362555393,,,#keepitlocked N/P: @beyonce - Rocket (Clean) https://t.co/NSrgOrMyKh,Harrisburg Pa.,867943633,"{'created_at': 'Tue Feb 28 20:25:19 +0000 2017', 'id': 836673660362555393, 'id_str': '836673660362555393', 'text': '#keepitlocked N/P: @beyonce - Rocket (Clean) https://t.co/NSrgOrMyKh', 'truncated': False, 'entities': {'hashtags': [{'text': 'keepitlocked', 'indices': [0, 13]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Beyonce', 'name': 'BEYONCÉ', 'id': 31239408, 'id_str': '31239408', 'indices': [19, 27]}], 'urls': [{'url': 'https://t.co/NSrgOrMyKh', 'expanded_url': 'http://tunein.com/radio/WTBOY-1075-HBG-s208454/', 'display_url': 'tunein.com/radio/WTBOY-10…', 'indices': [45, 68]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://sam-song.info"" rel=""nofollow"">SAM Broadcaster Song Info</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 867943633, 'id_str': '867943633', 'name': 'WTBOY 107.5 HBG', 'screen_name': '1DJTBOYGOLD', 'location': 'Harrisburg Pa.', 'description': 'I Rock Clubs, Mixtapes Parties and also a Mix Show Dj on WTBOY 107.5  HBG INTERNET RADIO EVERYDAY, SEND ME A DROP AND YOUR TRACK!! \n(CLEAN) Stop the Violence!!', 'url': 'http://t.co/ZCOSvmT7pg', 'entities': {'url': {'urls': [{'url': 'http://t.co/ZCOSvmT7pg', 'expanded_url': 'http://www.wtboy1075.com', 'display_url': 'wtboy1075.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 763, 'friends_count': 437, 'listed_count': 31, 'created_at': 'Mon Oct 08 12:50:26 +0000 2012', 'favourites_count': 36, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 199633, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/711964123857158144/M2WOywgm_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/711964123857158144/M2WOywgm_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/867943633/1421773367', 'profile_link_color': '4A913C', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",none,Tue Feb 28 20:25:19 +0000 2017
836668545496862722,836668545496862722,,,@GleekAli Whoever Kehlani is-that statement isn't true! Beyoncé SLAYS!,"Grantville,PA",1873757142,"{'created_at': 'Tue Feb 28 20:05:00 +0000 2017', 'id': 836668545496862722, 'id_str': '836668545496862722', 'text': ""@GleekAli Whoever Kehlani is-that statement isn't true! Beyoncé SLAYS!"", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'GleekAli', 'name': 'YONCÉ', 'id': 1612320433, 'id_str': '1612320433', 'indices': [0, 9]}], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': 836668271906676736, 'in_reply_to_status_id_str': '836668271906676736', 'in_reply_to_user_id': 1612320433, 'in_reply_to_user_id_str': '1612320433', 'in_reply_to_screen_name': 'GleekAli', 'user': {'id': 1873757142, 'id_str': '1873757142', 'name': 'Adam Herr', 'screen_name': 'thepeppygleek', 'location': 'Grantville,PA', 'description': ""I'm a fanboy of Glee, #Supergirl & #Riverdale! I ship #Finchel, #Brittana & #Sanvers! My GF-@DemiLeaRivera"", 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 2027, 'friends_count': 2832, 'listed_count': 26, 'created_at': 'Tue Sep 17 02:16:46 +0000 2013', 'favourites_count': 39320, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 66386, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000089575258/22331b440cc1ec1a73567aacf6f09108.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000089575258/22331b440cc1ec1a73567aacf6f09108.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/810482598048739328/Pfnyrtih_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/810482598048739328/Pfnyrtih_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1873757142/1469196265', 'profile_link_color': 'FF0000', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",none,Tue Feb 28 20:05:00 +0000 2017
